login_id,user_id,username,timestamp,ip_address,device_type,browser,os,country,login_success,auth_method,latency_ms,login_duration_sec,failed_attempts_before,session_duration_min
4394,977,user_1213,2025-02-26 00:24:44,192.168.111.13,desktop,Chrome,Windows,BR,1,password+push,225,2.59,1,31.08
4395,482,user_464,2025-02-05 13:01:51,192.168.141.172,desktop,Safari,iOS,DE,1,password_only,356,0.63,1,3.73
4396,728,user_912,2025-06-23 23:30:46,192.168.96.165,desktop,Chrome,Android,BR,0,sso,205,3.24,0,47.1
4397,480,user_379,2024-12-10 07:12:23,192.168.190.118,desktop,Chrome,Android,BR,1,sso,239,1.93,0,4.78
4398,1089,user_1026,2025-09-13 11:49:50,192.168.202.10,mobile,Chrome,Windows,BR,1,password+otp,269,4.74,1,13.5
4399,1032,user_1642,2025-08-07 23:13:18,192.168.248.47,desktop,Edge,Windows,BR,1,password+push,245,1.51,0,4.76
4400,1325,user_364,2025-01-05 04:21:25,192.168.247.153,tablet,Safari,Linux,JP,1,sso,207,4.54,0,56.65
4401,343,user_72,2025-07-07 21:01:01,192.168.66.24,desktop,Chrome,macOS,US,1,password+push,254,3.25,0,15.62
4402,1455,user_1451,2025-06-04 12:27:59,192.168.208.188,desktop,Chrome,Android,GB,1,password_only,291,1.62,0,16.4
4403,1448,user_638,2025-01-02 21:55:45,192.168.85.220,desktop,Chrome,Android,US,1,password_only,321,1.01,1,40.99
4404,332,user_1194,2025-02-04 06:39:53,192.168.109.153,desktop,Edge,Android,BR,1,sso,80,3.44,0,3.24
4405,438,user_1229,2025-03-25 20:07:26,192.168.161.89,mobile,Firefox,Windows,RU,0,password+otp,290,1.89,0,1.82
4406,1612,user_1849,2025-07-09 18:46:06,192.168.248.8,desktop,Edge,Android,BR,0,password+push,196,0.63,0,73.45
4407,174,user_337,2025-06-17 16:37:09,192.168.39.252,desktop,Chrome,macOS,IN,1,sso,342,5.38,0,50.15
4408,559,user_1496,2025-05-09 19:46:46,192.168.202.6,desktop,Chrome,Linux,BR,1,password_only,324,4.04,1,5.83
4409,527,user_195,2025-08-04 00:40:42,192.168.157.117,desktop,Firefox,macOS,RU,1,password+otp,324,1.63,0,17.94
4410,1897,user_1694,2025-07-31 04:56:12,192.168.193.157,desktop,Edge,Android,GB,1,password+otp,203,0.82,0,23.65
4411,659,user_1012,2025-06-10 01:50:54,192.168.195.57,desktop,Chrome,Linux,JP,1,password_only,138,4.42,0,52.27
4412,26,user_653,2025-08-10 19:26:07,192.168.54.13,desktop,Chrome,Windows,DE,1,password+push,351,1.37,0,4.72
4413,820,user_1299,2025-02-26 13:32:57,192.168.204.117,desktop,Safari,Windows,DE,0,sso,343,3.12,1,31.04
4414,605,user_7,2025-09-14 05:08:53,192.168.216.204,desktop,Chrome,iOS,BR,1,password_only,89,3.53,0,3.93
4415,406,user_905,2025-06-09 00:00:52,192.168.76.164,mobile,Chrome,Android,GB,1,password+push,360,2.38,1,16.39
4416,232,user_979,2025-08-23 17:18:23,192.168.123.171,desktop,Chrome,Windows,JP,1,sso,278,1.83,3,4.47
4417,533,user_566,2025-05-14 22:48:25,192.168.133.25,desktop,Chrome,Android,US,1,sso,260,0.72,0,7.07
4418,1843,user_616,2025-01-15 06:55:16,192.168.127.117,desktop,Chrome,Windows,GB,1,password+otp,184,3.55,2,15.18
4419,1574,user_1878,2025-05-13 12:54:53,192.168.141.135,desktop,Firefox,Windows,GB,1,sso,331,5.86,2,7.7
4420,1812,user_1874,2025-03-12 00:20:25,192.168.23.213,desktop,Chrome,Linux,GB,1,password+push,213,1.62,0,117.25
4421,505,user_573,2025-07-09 03:29:37,192.168.231.166,desktop,Chrome,Windows,GB,1,password+push,212,1.8,0,20.69
4422,1693,user_599,2025-04-19 05:21:21,192.168.176.84,desktop,Firefox,Windows,BR,1,password+otp,79,3.93,0,36.2
4423,179,user_770,2025-08-28 17:45:01,192.168.234.62,desktop,Opera,Android,GB,1,password+otp,190,0.07,1,4.38
4424,132,user_1202,2025-07-02 01:19:02,192.168.25.9,mobile,Firefox,Android,BR,1,password_only,170,2.05,0,2.79
4425,1847,user_242,2025-07-04 10:00:41,192.168.204.105,mobile,Edge,Linux,FR,1,password_only,83,3.25,0,6.58
4426,1479,user_1227,2025-01-14 19:40:58,192.168.116.57,desktop,Safari,Windows,BR,1,password+otp,374,2.01,1,33.69
4427,348,user_1567,2025-10-21 19:25:48,192.168.13.72,desktop,Edge,Windows,JP,0,password+otp,240,3.62,1,4.42
4428,540,user_1825,2025-08-30 18:28:37,192.168.198.38,mobile,Opera,Windows,GB,1,password+otp,135,3.5,0,5.64
4429,772,user_1486,2025-08-11 13:05:06,192.168.121.158,mobile,Firefox,Windows,RU,1,sso,172,3.14,2,27.18
4430,1430,user_1104,2025-02-25 02:05:15,192.168.177.143,tablet,Firefox,Android,BR,1,password_only,203,2.09,1,32.28
4431,76,user_1547,2025-05-11 01:32:07,192.168.71.111,desktop,Firefox,Linux,GB,1,sso,202,2.51,1,15.86
4432,1965,user_1441,2024-12-16 14:25:34,192.168.50.142,desktop,Safari,Windows,GB,1,password_only,314,3.09,1,3.11
4433,579,user_766,2025-05-12 02:27:06,192.168.88.238,mobile,Firefox,Windows,RU,1,password+push,228,3.25,1,36.0
4434,854,user_384,2024-12-19 19:23:31,192.168.37.104,mobile,Firefox,iOS,JP,1,password+otp,257,4.71,1,17.45
4435,1516,user_391,2025-05-17 10:00:49,192.168.78.88,desktop,Chrome,Linux,BR,1,password_only,228,3.88,1,53.82
4436,194,user_896,2025-06-21 08:12:21,192.168.70.89,mobile,Safari,Linux,FR,1,password+push,343,2.55,0,4.63
4437,1186,user_1823,2025-03-18 23:31:08,192.168.251.71,desktop,Chrome,Linux,DE,1,password+push,360,3.68,0,3.16
4438,347,user_688,2025-04-27 12:39:19,192.168.209.148,desktop,Chrome,Windows,BR,1,password+push,239,3.76,0,5.12
4439,951,user_1150,2025-09-12 04:07:33,192.168.15.110,desktop,Firefox,iOS,RU,1,sso,174,2.21,1,4.22
4440,1385,user_1518,2024-12-06 04:24:55,192.168.66.64,desktop,Chrome,Windows,GB,0,password_only,241,3.7,0,32.75
4441,1793,user_47,2025-08-12 12:58:56,192.168.12.117,mobile,Chrome,Android,BR,1,password+otp,1,2.72,0,2.0
4442,1608,user_1742,2024-12-28 21:12:43,192.168.191.60,mobile,Chrome,Windows,GB,1,password+otp,275,3.35,0,33.4
4443,1111,user_1500,2024-11-09 22:57:50,192.168.31.139,mobile,Chrome,Windows,BR,1,password+otp,141,4.21,0,20.76
4444,1958,user_1973,2025-01-03 07:02:08,192.168.94.40,desktop,Chrome,Android,IN,1,password+push,232,4.23,0,49.76
4445,1286,user_619,2025-08-02 19:10:50,192.168.193.232,desktop,Chrome,Android,GB,1,sso,287,1.96,1,12.56
4446,214,user_464,2025-03-24 10:18:23,192.168.135.186,desktop,Edge,Windows,BR,1,password+push,204,1.66,0,6.29
4447,1689,user_1811,2025-09-11 00:40:55,192.168.24.132,desktop,Chrome,Linux,IN,1,password+otp,214,5.13,1,46.49
4448,1746,user_1873,2025-05-07 01:50:25,192.168.44.129,mobile,Firefox,Windows,US,1,password+push,270,5.14,0,0.14
4449,1937,user_123,2024-11-04 16:18:55,192.168.169.249,desktop,Edge,iOS,CN,1,password_only,205,3.88,0,50.03
4450,573,user_1498,2025-07-16 03:48:48,192.168.165.230,desktop,Chrome,Android,US,1,password+push,323,2.64,0,19.6
4451,780,user_134,2024-12-06 19:02:33,192.168.2.173,desktop,Firefox,Windows,BR,1,password+otp,311,2.65,0,3.53
4452,262,user_1643,2025-08-11 16:22:04,192.168.239.229,desktop,Chrome,Windows,BR,1,password+otp,295,1.82,2,6.94
4453,730,user_1841,2024-12-27 21:58:50,192.168.149.103,mobile,Firefox,Windows,GB,1,password+otp,199,3.26,1,17.84
4454,283,user_841,2025-03-02 15:30:45,192.168.32.243,desktop,Chrome,Android,BR,0,password+push,295,2.85,1,2.04
4455,1672,user_1586,2025-08-01 10:08:23,192.168.31.110,mobile,Safari,Windows,BR,0,password+otp,190,2.89,0,1.18
4456,1491,user_849,2025-10-10 20:28:08,192.168.16.119,mobile,Chrome,Windows,BR,1,password+push,243,1.62,1,14.63
4457,1404,user_607,2025-03-12 03:09:49,192.168.81.183,desktop,Chrome,iOS,BR,1,password+otp,39,4.14,1,0.68
4458,362,user_1804,2025-08-26 06:56:53,192.168.2.247,desktop,Chrome,Windows,BR,1,sso,342,3.54,0,29.48
4459,1473,user_23,2025-01-05 04:44:32,192.168.69.176,mobile,Firefox,Windows,BR,1,password+otp,388,3.55,0,23.87
4460,441,user_566,2025-08-18 04:17:49,192.168.182.204,desktop,Chrome,Windows,BR,1,password+push,267,0.86,0,52.49
4461,93,user_1910,2025-06-24 13:03:00,192.168.246.117,mobile,Chrome,Windows,BR,1,password+push,123,1.18,1,34.94
4462,1645,user_766,2025-01-05 21:50:07,192.168.30.208,desktop,Chrome,Linux,BR,1,password+otp,232,1.68,0,1.31
4463,753,user_965,2025-02-14 23:20:12,192.168.148.15,desktop,Chrome,macOS,BR,1,password+otp,255,3.93,2,4.51
4464,867,user_235,2024-12-14 15:42:54,192.168.16.95,tablet,Firefox,Windows,DE,1,password+otp,251,2.41,1,4.48
4465,1448,user_996,2025-03-16 08:11:35,192.168.128.111,desktop,Chrome,Windows,FR,1,password+otp,453,1.76,1,11.68
4466,142,user_1083,2025-01-09 21:21:51,192.168.101.71,desktop,Firefox,Windows,CN,1,password_only,230,3.78,0,15.82
4467,1315,user_1188,2025-06-19 14:49:27,192.168.192.65,desktop,Chrome,Windows,IN,1,sso,203,2.61,0,12.43
4468,1456,user_1795,2025-10-25 13:16:00,192.168.110.36,desktop,Chrome,Windows,US,1,password_only,263,3.45,1,5.15
4469,749,user_826,2024-10-31 22:36:08,192.168.151.90,desktop,Chrome,Windows,CN,1,password+otp,238,1.78,1,49.32
4470,1876,user_216,2025-05-12 23:51:35,192.168.83.110,desktop,Edge,Windows,JP,1,sso,190,2.97,0,0.75
4471,1848,user_1207,2025-05-24 22:43:17,192.168.61.20,desktop,Firefox,Android,CN,1,password+otp,109,4.6,0,0.61
4472,1713,user_1593,2025-09-26 05:52:16,192.168.105.36,tablet,Chrome,Windows,BR,1,password_only,308,4.49,0,28.46
4473,653,user_657,2025-04-30 06:00:32,192.168.34.165,desktop,Firefox,macOS,IN,0,password+otp,180,2.05,0,6.71
4474,701,user_935,2025-05-14 00:13:35,192.168.180.142,desktop,Edge,Windows,DE,1,password+push,169,2.67,0,27.23
4475,998,user_1114,2025-04-17 17:04:50,192.168.113.237,desktop,Chrome,macOS,US,1,password+otp,185,3.97,1,7.11
4476,49,user_1988,2025-02-02 17:00:14,192.168.169.93,desktop,Chrome,Android,IN,1,password+otp,133,3.11,0,16.69
4477,1326,user_311,2024-11-17 00:13:02,192.168.3.106,desktop,Chrome,macOS,RU,1,password+otp,302,3.42,0,40.12
4478,881,user_557,2025-03-25 17:14:36,192.168.243.166,desktop,Chrome,Windows,BR,1,password_only,291,4.66,0,4.15
4479,1214,user_972,2024-11-15 18:06:12,192.168.78.22,tablet,Chrome,Windows,US,1,password+otp,265,3.26,0,25.26
4480,1160,user_257,2025-05-16 11:42:58,192.168.104.14,desktop,Firefox,Android,GB,0,password_only,306,2.29,1,33.36
4481,555,user_533,2025-02-16 17:17:40,192.168.217.139,desktop,Chrome,Windows,DE,1,password+otp,284,4.51,2,72.85
4482,404,user_1557,2025-05-10 07:45:33,192.168.209.197,mobile,Chrome,Windows,BR,1,password+otp,297,2.01,0,4.23
4483,892,user_52,2024-12-15 13:50:37,192.168.127.81,desktop,Chrome,iOS,GB,0,password+push,395,2.97,0,13.91
4484,865,user_1362,2025-10-02 23:14:26,192.168.120.241,mobile,Chrome,macOS,JP,1,password+push,328,2.31,0,6.96
4485,602,user_1195,2025-09-19 01:24:29,192.168.181.87,desktop,Chrome,Android,GB,1,password+otp,264,1.57,1,11.44
4486,1831,user_1972,2025-01-04 21:46:17,192.168.165.155,mobile,Firefox,Windows,US,1,password+otp,175,2.88,0,1.38
4487,341,user_1091,2025-03-01 21:58:26,192.168.78.18,mobile,Chrome,Windows,DE,1,password+otp,122,3.07,0,44.86
4488,1781,user_1649,2025-06-08 11:35:56,192.168.68.191,mobile,Edge,Linux,IN,0,password+push,109,2.7,0,7.74
4489,1969,user_300,2024-12-01 11:36:48,192.168.131.208,desktop,Chrome,Linux,FR,1,password+otp,325,4.2,1,90.07
4490,704,user_672,2025-03-05 23:24:58,192.168.244.9,mobile,Firefox,Windows,RU,0,sso,205,2.09,1,11.61
4491,318,user_778,2025-01-27 05:08:45,192.168.139.196,desktop,Chrome,Linux,BR,1,password+otp,256,3.43,1,8.74
4492,618,user_832,2025-09-26 17:19:43,192.168.134.254,mobile,Firefox,macOS,GB,1,sso,173,1.55,0,14.02
4493,1387,user_232,2025-09-03 17:23:43,192.168.43.150,desktop,Edge,Windows,GB,1,password+otp,426,5.88,1,3.01
4494,1846,user_975,2025-05-27 04:44:13,192.168.1.93,desktop,Chrome,macOS,US,1,password+otp,106,2.21,0,37.46
4495,382,user_1861,2025-05-05 11:38:10,192.168.115.240,desktop,Firefox,Windows,BR,1,sso,261,1.06,1,33.0
4496,233,user_1092,2025-10-02 06:33:36,192.168.236.164,desktop,Chrome,Linux,CN,1,password+push,221,2.72,0,34.67
4497,1801,user_1530,2025-10-02 21:28:10,192.168.68.147,desktop,Chrome,Windows,US,1,password+otp,251,3.27,0,10.72
4498,1368,user_28,2025-10-16 08:44:02,192.168.217.171,mobile,Safari,macOS,FR,1,password+push,224,4.06,1,8.89
4499,1573,user_1973,2024-12-12 07:43:16,192.168.107.230,desktop,Chrome,Windows,BR,0,password+otp,178,4.29,0,63.79
4500,817,user_1652,2024-12-25 03:53:19,192.168.69.220,mobile,Chrome,Android,BR,1,password+push,160,3.75,1,16.78
4501,553,user_1075,2025-07-01 13:36:56,192.168.73.178,desktop,Chrome,Linux,GB,1,password_only,413,4.01,0,43.94
4502,1553,user_1717,2025-05-13 04:22:05,192.168.79.97,desktop,Chrome,Linux,CN,1,sso,226,4.32,0,6.01
4503,856,user_1284,2024-11-03 07:09:48,192.168.158.99,desktop,Safari,iOS,BR,1,password+otp,277,3.3,1,15.73
4504,1813,user_591,2024-11-19 04:18:12,192.168.168.57,desktop,Chrome,Windows,RU,1,password_only,122,2.08,1,22.44
4505,819,user_785,2025-09-16 16:59:10,192.168.132.160,desktop,Chrome,Linux,GB,1,password+push,80,3.11,0,2.07
4506,1595,user_620,2025-09-09 16:42:37,192.168.170.146,tablet,Chrome,Windows,BR,1,sso,195,2.14,0,43.05
4507,1959,user_1987,2025-03-06 23:05:43,192.168.31.120,desktop,Chrome,iOS,JP,1,password+push,319,4.26,0,11.66
4508,183,user_586,2025-09-17 19:00:20,192.168.214.2,mobile,Chrome,Android,US,1,password+push,252,4.44,1,31.87
4509,1065,user_1711,2025-06-01 05:59:45,192.168.128.227,desktop,Chrome,Android,JP,1,sso,206,4.52,2,32.08
4510,1575,user_1002,2025-08-17 17:08:08,192.168.168.219,mobile,Chrome,Windows,BR,1,password+push,284,1.62,0,22.88
4511,397,user_184,2025-04-01 13:41:54,192.168.47.166,desktop,Edge,Windows,CN,1,password+push,205,4.27,0,9.56
4512,1728,user_1047,2024-12-07 22:46:17,192.168.132.76,tablet,Chrome,Windows,DE,1,password+otp,360,2.31,0,16.49
4513,779,user_1810,2025-04-03 20:51:04,192.168.10.237,desktop,Chrome,macOS,JP,1,password+push,363,3.44,0,32.82
4514,1518,user_129,2025-04-12 11:20:54,192.168.21.240,desktop,Opera,Windows,US,1,sso,203,3.99,0,2.17
4515,1683,user_291,2025-05-16 15:40:24,192.168.214.191,desktop,Firefox,Windows,BR,1,password+otp,187,1.28,0,34.03
4516,907,user_1856,2024-12-05 02:18:24,192.168.11.52,desktop,Edge,macOS,GB,1,password+push,244,4.03,0,6.76
4517,1357,user_501,2025-10-24 10:04:57,192.168.54.52,desktop,Firefox,Android,BR,1,password_only,284,1.14,1,9.5
4518,127,user_186,2025-01-24 16:02:26,192.168.20.18,desktop,Chrome,Windows,GB,1,password+push,228,2.76,0,6.67
4519,1582,user_479,2025-01-08 00:43:16,192.168.196.87,mobile,Firefox,iOS,BR,1,password+otp,333,4.17,2,80.62
4520,1581,user_1595,2025-05-07 20:11:44,192.168.93.199,desktop,Chrome,Windows,IN,1,sso,271,4.59,0,24.97
4521,1,user_492,2025-05-11 15:20:45,192.168.65.58,desktop,Firefox,Windows,FR,1,password+otp,337,3.97,1,124.72
4522,1192,user_513,2025-04-06 02:13:54,192.168.176.225,desktop,Chrome,Android,BR,1,password+otp,160,2.32,1,2.02
4523,1644,user_1667,2025-08-05 07:10:38,192.168.58.150,mobile,Safari,Linux,GB,1,sso,202,2.28,0,69.11
4524,19,user_1091,2025-05-04 03:17:41,192.168.2.183,desktop,Firefox,iOS,IN,1,password_only,292,2.83,1,5.14
4525,1356,user_1829,2025-06-07 02:20:03,192.168.115.57,desktop,Chrome,Linux,US,1,password+otp,254,3.06,1,0.38
4526,584,user_467,2025-07-18 17:25:14,192.168.249.215,desktop,Chrome,iOS,BR,1,sso,234,4.05,1,4.87
4527,456,user_285,2024-11-05 16:37:19,192.168.61.145,desktop,Chrome,Windows,BR,1,password+otp,208,2.92,1,4.07
4528,957,user_601,2025-05-23 20:14:42,192.168.188.125,desktop,Firefox,macOS,CN,1,password_only,256,2.45,0,27.52
4529,1133,user_1441,2025-09-15 06:56:44,192.168.238.36,tablet,Chrome,iOS,US,1,sso,364,2.57,0,22.28
4530,1292,user_1124,2024-11-02 21:43:39,192.168.181.112,desktop,Chrome,Windows,BR,1,password+push,89,4.36,1,8.79
4531,445,user_189,2025-03-24 10:47:50,192.168.94.77,desktop,Safari,Windows,JP,0,password_only,237,3.07,0,4.1
4532,1264,user_989,2025-09-30 15:09:16,192.168.192.141,mobile,Safari,Windows,BR,0,password+otp,241,4.83,0,8.91
4533,1953,user_890,2025-03-05 11:02:05,192.168.104.4,desktop,Safari,Android,GB,1,password+push,163,4.14,0,67.44
4534,1325,user_1882,2025-04-12 23:52:00,192.168.94.222,mobile,Chrome,Linux,JP,1,password+push,237,2.37,1,7.18
4535,602,user_388,2025-10-20 19:42:17,192.168.221.227,tablet,Firefox,Linux,GB,1,password+push,118,2.46,0,23.25
4536,103,user_241,2025-01-08 07:28:45,192.168.189.128,tablet,Safari,Android,BR,1,password+otp,203,2.87,0,8.17
4537,988,user_1806,2024-11-20 09:02:15,192.168.62.194,desktop,Chrome,Android,GB,1,password+push,228,2.84,0,32.78
4538,1274,user_1755,2025-09-06 05:56:38,192.168.252.19,desktop,Chrome,Linux,BR,1,password+push,249,4.39,0,17.16
4539,1477,user_417,2025-09-09 13:09:31,192.168.42.239,tablet,Edge,Android,US,1,password+otp,400,2.35,0,21.94
4540,520,user_1942,2025-04-17 20:48:14,192.168.234.84,desktop,Edge,Linux,JP,1,sso,184,3.13,0,0.77
4541,1177,user_176,2025-05-03 05:51:25,192.168.93.41,desktop,Firefox,macOS,US,1,password+otp,144,3.4,0,26.62
4542,859,user_387,2025-08-28 15:03:57,192.168.107.93,desktop,Chrome,Windows,RU,1,password_only,329,3.85,2,6.27
4543,174,user_1495,2025-07-24 03:11:00,192.168.196.73,desktop,Chrome,Windows,BR,1,password_only,-107,3.57,0,20.65
4544,1367,user_853,2025-02-01 08:06:26,192.168.215.108,tablet,Firefox,Android,US,1,password+push,200,3.47,0,10.86
4545,1694,user_1257,2024-11-02 17:23:16,192.168.252.114,mobile,Chrome,Windows,IN,1,password+otp,223,2.43,0,7.73
4546,1005,user_663,2025-04-20 15:34:32,192.168.166.189,desktop,Firefox,Windows,JP,1,password+otp,174,2.54,0,8.64
4547,431,user_452,2025-09-06 01:28:27,192.168.175.124,mobile,Chrome,macOS,BR,1,password+push,242,3.3,0,2.48
4548,727,user_277,2025-09-19 12:54:50,192.168.5.201,desktop,Chrome,Linux,BR,1,password+push,198,2.77,0,2.86
4549,1713,user_1253,2025-10-11 13:56:37,192.168.122.41,mobile,Chrome,Windows,BR,1,password_only,110,1.88,0,2.51
4550,1711,user_1195,2025-09-13 14:22:34,192.168.57.170,desktop,Chrome,Android,BR,1,password+otp,299,2.47,0,22.42
4551,1876,user_1759,2025-05-27 06:35:01,192.168.245.9,desktop,Firefox,macOS,BR,1,password+push,302,3.21,2,6.58
4552,850,user_213,2025-04-07 20:08:50,192.168.88.77,desktop,Chrome,Android,BR,1,sso,171,4.43,0,64.31
4553,1682,user_1306,2025-08-06 09:05:12,192.168.110.38,desktop,Firefox,Linux,IN,1,password_only,206,1.87,0,34.36
4554,1986,user_41,2025-07-24 14:14:23,192.168.140.202,desktop,Firefox,Windows,BR,1,password+push,398,1.68,2,8.47
4555,1348,user_1146,2025-05-11 23:32:19,192.168.166.10,desktop,Chrome,Windows,DE,1,password+otp,285,3.91,1,14.51
4556,990,user_1251,2024-11-28 10:23:24,192.168.109.240,tablet,Safari,Windows,BR,1,password+otp,250,2.51,0,30.74
4557,1697,user_294,2025-09-30 13:52:29,192.168.15.32,tablet,Firefox,Windows,JP,0,password_only,379,1.98,1,3.16
4558,639,user_600,2025-04-11 20:28:49,192.168.232.232,mobile,Firefox,Windows,BR,1,password+push,120,2.98,1,4.03
4559,420,user_1291,2025-03-09 04:12:22,192.168.187.223,mobile,Safari,iOS,BR,1,password+otp,87,1.92,0,9.52
4560,594,user_541,2025-06-14 08:24:45,192.168.58.201,tablet,Chrome,Android,GB,1,password_only,263,5.64,1,14.78
4561,485,user_1783,2025-06-30 12:13:21,192.168.50.14,mobile,Chrome,Linux,US,1,sso,317,2.07,0,2.72
4562,1683,user_1852,2025-01-12 11:01:42,192.168.207.42,desktop,Chrome,Windows,GB,1,password+otp,113,3.23,0,12.57
4563,1775,user_451,2025-08-29 00:59:11,192.168.26.55,mobile,Chrome,Windows,BR,1,password_only,146,3.62,1,4.37
4564,412,user_1473,2025-02-10 09:15:04,192.168.120.112,desktop,Chrome,Windows,DE,1,password+otp,313,4.14,0,42.25
4565,936,user_1780,2025-01-03 16:45:12,192.168.59.253,desktop,Firefox,iOS,US,1,password_only,157,1.71,2,54.73
4566,1108,user_1085,2025-03-24 21:27:53,192.168.114.108,desktop,Chrome,Linux,IN,1,password+push,229,3.54,0,26.61
4567,1137,user_1526,2025-07-21 05:06:30,192.168.223.197,desktop,Chrome,Android,US,1,password_only,266,1.03,0,2.95
4568,1761,user_1171,2025-10-14 22:48:57,192.168.174.111,tablet,Chrome,Linux,US,1,password+push,326,3.37,0,23.27
4569,332,user_1710,2025-08-18 22:42:21,192.168.99.7,mobile,Chrome,macOS,RU,1,password_only,225,2.93,0,15.51
4570,1402,user_1969,2025-10-05 18:51:14,192.168.190.216,mobile,Firefox,macOS,US,1,password_only,289,3.9,1,37.87
4571,1779,user_790,2024-12-17 21:06:32,192.168.134.250,mobile,Firefox,Windows,RU,1,password+otp,150,3.31,1,9.61
4572,655,user_334,2024-11-22 12:54:39,192.168.80.239,desktop,Chrome,Windows,FR,1,sso,297,2.87,0,78.85
4573,41,user_1905,2025-05-19 02:53:45,192.168.221.129,mobile,Chrome,Android,FR,1,sso,177,2.96,0,32.3
4574,1959,user_1977,2025-02-10 12:24:29,192.168.144.120,desktop,Chrome,Linux,US,1,password_only,139,1.25,1,4.52
4575,1794,user_891,2025-08-25 19:09:49,192.168.3.25,desktop,Firefox,Windows,BR,1,password+otp,415,2.02,0,22.15
4576,959,user_1166,2025-06-29 20:00:57,192.168.77.71,mobile,Opera,Linux,GB,1,password+otp,396,4.83,0,14.63
4577,1821,user_44,2025-10-16 20:58:51,192.168.196.132,mobile,Chrome,Windows,JP,1,password_only,261,3.25,0,26.59
4578,105,user_144,2025-01-28 13:22:59,192.168.127.4,mobile,Edge,Linux,RU,1,password+otp,373,3.82,1,9.42
4579,202,user_1889,2025-04-22 20:52:15,192.168.90.68,desktop,Edge,Windows,DE,0,password+push,223,2.26,1,0.27
4580,450,user_333,2025-04-28 12:16:07,192.168.2.165,mobile,Chrome,iOS,IN,1,password_only,239,4.04,0,9.81
4581,1843,user_998,2025-01-22 20:35:27,192.168.93.0,desktop,Safari,Windows,CN,1,password+push,235,2.66,0,21.47
4582,1867,user_1521,2025-05-30 22:37:13,192.168.135.12,desktop,Chrome,Linux,JP,1,password+otp,176,1.28,0,2.88
4583,1997,user_1420,2025-04-07 08:35:14,192.168.211.197,desktop,Safari,Windows,BR,1,password+push,62,2.9,1,55.8
4584,1290,user_55,2025-04-08 14:40:58,192.168.241.177,desktop,Chrome,Windows,BR,1,password+push,225,4.55,0,8.21
4585,910,user_1331,2025-03-08 22:58:30,192.168.111.7,desktop,Chrome,macOS,JP,1,password+push,354,0.52,0,17.83
4586,210,user_870,2024-11-02 17:42:12,192.168.157.112,desktop,Safari,iOS,US,1,sso,272,3.88,0,2.35
4587,563,user_1447,2025-05-06 02:57:23,192.168.167.78,mobile,Chrome,Android,CN,1,sso,315,3.19,0,0.5
4588,1142,user_1441,2025-02-26 22:10:23,192.168.121.73,desktop,Edge,Windows,GB,1,password+push,281,6.11,0,14.82
4589,713,user_1697,2024-10-28 00:57:51,192.168.126.160,desktop,Chrome,Linux,FR,1,password+otp,182,5.75,0,12.79
4590,1401,user_797,2025-02-16 22:59:20,192.168.254.200,desktop,Firefox,Windows,CN,0,password_only,269,0.88,1,122.17
4591,1575,user_325,2025-02-06 06:11:11,192.168.112.51,tablet,Chrome,Linux,US,1,sso,223,4.66,1,34.8
4592,1564,user_1734,2025-03-20 04:00:28,192.168.120.32,tablet,Safari,Windows,IN,1,password+push,164,2.53,2,24.28
4593,771,user_1695,2024-12-14 16:25:32,192.168.72.205,desktop,Chrome,Android,FR,1,password+otp,323,2.77,1,20.46
4594,1108,user_80,2025-04-30 20:42:45,192.168.247.95,desktop,Chrome,Windows,GB,1,password_only,145,2.31,2,58.0
4595,454,user_1055,2025-07-07 07:10:46,192.168.36.197,desktop,Firefox,Windows,BR,1,password+push,197,2.16,1,44.71
4596,667,user_985,2025-06-14 13:49:40,192.168.68.131,desktop,Safari,Android,BR,1,sso,427,4.58,1,2.09
4597,629,user_1136,2025-08-16 22:17:44,192.168.59.239,desktop,Chrome,iOS,US,0,password+otp,306,0.17,0,7.56
4598,1538,user_558,2025-04-10 12:59:41,192.168.207.73,desktop,Chrome,Windows,RU,1,password+push,269,2.2,0,4.83
4599,1629,user_865,2025-05-05 00:38:44,192.168.30.222,desktop,Chrome,Windows,US,1,password+otp,76,3.81,0,22.16
4600,1702,user_717,2025-08-19 08:31:23,192.168.13.204,mobile,Chrome,Android,BR,0,password+otp,240,0.55,1,38.48
4601,387,user_1588,2025-04-01 16:03:52,192.168.59.67,desktop,Edge,Linux,BR,1,password_only,156,2.72,0,59.22
4602,1936,user_1674,2025-07-10 15:24:45,192.168.127.237,desktop,Chrome,iOS,GB,1,password+otp,243,1.55,0,109.13
4603,1374,user_472,2025-04-04 04:31:08,192.168.25.151,mobile,Firefox,Windows,US,1,password+otp,234,3.28,0,39.71
4604,296,user_74,2025-03-29 00:46:16,192.168.183.136,mobile,Chrome,Windows,BR,1,password_only,181,3.06,2,8.32
4605,258,user_1577,2025-08-01 00:48:12,192.168.34.105,mobile,Chrome,Windows,DE,1,password+otp,343,4.12,1,4.5
4606,1105,user_1503,2024-12-30 08:58:24,192.168.206.23,desktop,Chrome,Linux,BR,0,password_only,326,0.22,0,6.37
4607,1961,user_589,2025-02-28 03:24:55,192.168.158.82,desktop,Edge,Android,US,0,password+otp,159,3.52,0,23.96
4608,268,user_1411,2025-01-17 09:09:04,192.168.193.193,desktop,Chrome,Android,GB,1,sso,375,2.1,0,20.86
